	datetime	open	high	low	close	volume
45	08.12.2025 00:00	111780.0	112680.0	110550.0	111220.0	11
46	09.12.2025 00:00	111150.0	111900.0	110550.0	111740.0	13
47	10.12.2025 00:00	111890.0	111890.0	109680.0	109850.0	30
48	11.12.2025 00:00	111210.0	111210.0	109630.0	111040.0	10
49	12.12.2025 00:00	110040.0	110460.0	108630.0	108800.0	10
50	13.12.2025 00:00	109280.0	109280.0	109280.0	109280.0	1
51	14.12.2025 00:00	109040.0	109040.0	109040.0	109040.0	1
52	15.12.2025 00:00	109350.0	110540.0	108690.0	109200.0	69
53	16.12.2025 00:00	109560.0	110590.0	109560.0	110590.0	15
54	17.12.2025 00:00	110700.0	110700.0	108000.0	108490.0	74
55	18.12.2025 00:00	108460.0	109630.0	107640.0	108070.0	179
56	19.12.2025 00:00	108500.0	108650.0	106440.0	108570.0	342
57	20.12.2025 00:00	108610.0	109210.0	108610.0	108670.0	9
58	21.12.2025 00:00	108660.0	108660.0	108270.0	108310.0	8
59	22.12.2025 00:00	108480.0	110430.0	108000.0	109520.0	250
60	23.12.2025 00:00	109810.0	111490.0	109320.0	110730.0	159
61	24.12.2025 00:00	110550.0	110650.0	109010.0	109680.0	142
62	25.12.2025 00:00	109740.0	110990.0	109640.0	110720.0	159
63	26.12.2025 00:00	110820.0	112700.0	110770.0	112700.0	276
64	27.12.2025 00:00	112830.0	113020.0	112500.0	112830.0	20
65	28.12.2025 00:00	112500.0	113030.0	112400.0	113030.0	4
66	29.12.2025 00:00	112860.0	114570.0	110500.0	111470.0	178
67	30.12.2025 00:00	110590.0	112150.0	110110.0	110720.0	128
68	05.01.2026 00:00	110010.0	110010.0	107950.0	108010.0	365
69	06.01.2026 00:00	108690.0	109480.0	108580.0	109480.0	330
70	08.01.2026 00:00	108360.0	109000.0	108010.0	108740.0	230
71	09.01.2026 00:00	108990.0	109850.0	108650.0	109580.0	258
72	12.01.2026 00:00	109850.0	110510.0	109200.0	109300.0	225
73	13.01.2026 00:00	109300.0	109760.0	108600.0	108980.0	249
74	14.01.2026 00:00	108900.0	110610.0	108300.0	110020.0	216
75	15.01.2026 00:00	109890.0	110800.0	109120.0	110800.0	212
76	16.01.2026 00:00	110790.0	111900.0	110700.0	111690.0	101
77	18.01.2026 00:00	111930.0	111990.0	111930.0	111990.0	4
78	19.01.2026 00:00	112020.0	112990.0	111210.0	111970.0	88
79	20.01.2026 00:00	112240.0	112330.0	111000.0	111890.0	404
80	21.01.2026 00:00	111720.0	115440.0	111720.0	115340.0	260
81	22.01.2026 00:00	115340.0	117110.0	115040.0	116530.0	225
82	23.01.2026 00:00	116820.0	117520.0	115640.0	117450.0	223
83	24.01.2026 00:00	117680.0	117680.0	116190.0	117200.0	62
84	25.01.2026 00:00	117200.0	117800.0	117200.0	117790.0	93
85	26.01.2026 00:00	117020.0	117020.0	114440.0	114480.0	292
86	27.01.2026 00:00	114550.0	116560.0	114550.0	116420.0	228
87	28.01.2026 00:00	116700.0	116890.0	115400.0	115700.0	150
88	29.01.2026 00:00	117660.0	120250.0	116010.0	118880.0	420
89	30.01.2026 00:00	118500.0	118650.0	115350.0	115810.0	134
90	31.01.2026 00:00	116200.0	116300.0	115950.0	116270.0	28
91	01.02.2026 00:00	116610.0	116610.0	116290.0	116290.0	3
92	02.02.2026 00:00	115900.0	115900.0	113350.0	115240.0	345
93	03.02.2026 00:00	115240.0	115930.0	114590.0	114900.0	60
94	04.02.2026 00:00	114640.0	116500.0	114640.0	115150.0	138
95	05.02.2026 00:00	115050.0	115500.0	113150.0	113660.0	269
96	06.02.2026 00:00	113750.0	114140.0	112650.0	113320.0	131
97	07.02.2026 00:00	113420.0	113550.0	113420.0	113530.0	57
98	08.02.2026 00:00	113570.0	113640.0	113190.0	113190.0	41
99	09.02.2026 00:00	112870.0	112870.0	111700.0	112680.0	351
100	10.02.2026 00:00	112860.0	113500.0	112150.0	112150.0	451
101	11.02.2026 00:00	112630.0	114860.0	112310.0	114050.0	208
102	12.02.2026 00:00	114070.0	115090.0	113800.0	114340.0	217
103	13.02.2026 00:00	114410.0	116460.0	114000.0	116300.0	213
104	16.02.2026 00:00	116490.0	117040.0	115880.0	116060.0	637
105	17.02.2026 00:00	116190.0	116720.0	116110.0	116640.0	53
